Star HIP,Magnitude,RA (degrees),Dec (degrees),Distance (AU),Color
26736.0,4.95,85.21129854286579,-1.128792019208788,132221029.6503084,-0.197
26777.0,4.84,85.32386688214235,16.534047830863326,47308441.804960415,-0.125
26885.0,4.9,85.61891957451543,1.4745267493715626,19098593.176613107,1.144
27072.0,3.59,86.1136169066669,-22.450916314464276,1850074.511261956,0.481
27100.0,4.34,86.19276983958989,-65.73548379831982,9175480.705467563,0.217
27288.0,3.55,86.73881430190785,-14.821958118704258,4438665.944370483,0.104
27321.0,3.85,86.82124928002963,-51.06595027763282,3976572.322134631,0.171
27366.0,2.07,86.93913103875644,-9.66961302752438,45633806.69607643,-0.168
27468.0,4.88,87.25412129891185,24.567478769757116,33002369.004440878,1.021
27483.0,4.51,87.29323993336202,39.18089537382372,13446206.40944637,0.949
27511.0,4.89,87.3870580804344,12.651204334919116,17188733.85887766,-0.068
27530.0,4.5,87.45793438363285,-56.167156657949874,10983216.522951936,1.075
27628.0,3.12,87.74044278304822,-35.76552513706755,5436605.345372224,1.146
27639.0,4.72,87.76047532750862,37.30526508634202,30067756.018595964,1.621
27654.0,3.76,87.83208456936663,-20.883545424713308,7100337.612306383,0.984
27673.0,3.97,87.87257109501365,39.14848298380154,13596889.012237027,1.132
27750.0,4.76,88.11011209123103,1.855065651385282,70397544.79887204,1.382
27810.0,4.88,88.27863414607691,-33.801137885969815,21598409.034190007,-0.154
27830.0,4.56,88.33188825558524,27.61219618080964,27686551.178827778,-0.008
27890.0,4.65,88.5270536447181,-63.085682967859015,5624892.478898798,1.022
27913.0,4.39,88.59456359364596,20.27549415016057,1786925.4690120292,0.594
27949.0,4.96,88.71154741391335,55.70706500051393,15233737.540598022,0.052
27989.0,0.45,88.79312814597907,7.407137435315861,27033395.319028616,1.5
28010.0,4.97,88.87497097554194,-37.12083345333783,20771883.814414084,1.102
28103.0,3.71,89.10092071123415,-14.166743896737673,3103126.321016902,0.337
28199.0,4.36,89.38418590253252,-35.283202710895175,53996022.58044525,-0.165
28237.0,4.81,89.49854420125692,25.953900238012555,133074068.55111606,-0.088
28328.0,3.96,89.7868623214933,-42.81521418808379,33593616.65485272,1.146
28358.0,3.72,89.88283594009803,54.283734106543136,8883066.597969316,1.01
28360.0,1.9,89.8816305780607,44.94742670545695,5192970.957234906,0.077
28380.0,2.65,89.93065089799543,37.2120788644062,10954052.38178848,-0.083
28404.0,4.3,89.98372346804764,45.93668531779716,53161032.54208209,1.701
28413.0,4.53,90.01400320969094,-3.074753646029232,26546307.116327874,1.202
28574.0,4.92,90.46004240830554,-10.597905759339485,61941383.26125829,-0.128
28614.0,4.12,90.5959271774122,9.647019045385008,9598176.191061152,0.17
28716.0,4.64,90.9799532134963,20.138432492382027,2062648062.475756,0.236
28734.0,4.16,91.03004251359748,23.262517624295853,9531645.396591604,0.835
28816.0,4.92,91.24633168197084,-16.484456636451338,67627805.33042797,0.196
28910.0,4.67,91.538729155163,-14.935163772660232,10776635.648674332,0.046
29034.0,5.0,91.88181097569606,-37.25291834291957,48192711.74219898,-0.095
29038.0,4.42,91.8930553812564,14.76832602136344,33813902.66798743,-0.164
29276.0,4.72,92.57457134339212,-54.968599781482624,104702947.3345665,-0.229
29426.0,4.45,92.98497128235196,14.208625934647564,40129339.74119926,-0.18
29434.0,4.95,93.01370450667906,16.130290732630716,48994015.740061685,-0.149
29651.0,3.99,93.713844055791,-6.274914100879807,40763795.70486932,1.319
29655.0,3.31,93.71893943537104,22.506728437176243,22084026.370116204,1.6
29696.0,4.32,93.8439774466389,29.496275853278878,10681761.083732406,1.021
29735.0,5.0,93.9371124402668,-13.718490095032635,23708598.42259674,-0.078
29807.0,4.37,94.13806838939526,-35.139916291279285,11568413.141126238,0.978
29997.0,4.76,94.7115392552592,69.31908804947538,11119396.567542791,0.025
30060.0,4.44,94.90573144118324,59.01113257892441,9427093.524724623,0.032
30093.0,4.91,94.99828345102786,-2.9444995855006235,32028696.62583196,1.613
30122.0,3.02,95.07836584480955,-30.063341084826487,21264413.017542586,-0.16
30277.0,3.85,95.5282516005294,-33.43676102068914,15001076.820748366,0.858
30324.0,1.98,95.67491372765826,-17.955920950281516,31587259.765113782,-0.24
30343.0,2.87,95.74053574924152,22.51283756935661,14659900.948371928,1.621
30419.0,4.39,95.94187863919072,4.592938888638197,8123860.037109316,0.215
30438.0,-0.62,95.98818463820658,-52.69549764014008,19776107.98261369,0.164
30520.0,4.92,96.22460328024592,49.28787594389027,242664477.94132665,1.905
30788.0,4.47,97.0424204726346,-32.57990381832881,25686775.375516936,-0.169
30867.0,3.76,97.2044098156444,-7.033096681863827,43700170.8182973,-0.113
30883.0,4.13,97.24073427765208,20.212036133268303,31781942.414821148,-0.115
31125.0,4.34,97.96400673397568,-23.41837722723942,129726293.23965478,-0.245
31216.0,4.47,98.22592006615368,7.332925219902536,95492965.8586762,0.023
31407.0,4.35,98.7439957023624,-52.97552906984123,111494489.86421213,-0.021
31416.0,4.54,98.76421554593338,-22.964679393120267,26043536.144800123,-0.035
31592.0,3.95,99.17144322909576,-19.25636001818223,4091743.828510601,1.037
31681.0,1.93,99.4279065522694,16.398791883549983,6628046.477112072,0.001
31685.0,3.17,99.44029317895524,-43.195961074788826,26752893.15904195,-0.103
31700.0,4.42,99.47254077018307,-18.237535970243464,29340655.229704715,1.137
31827.0,4.82,99.81969564322172,-14.145811889978663,99644833.93849696,1.459
31832.0,4.8,99.8326003753766,42.48849410556084,27356075.103594363,1.236
31978.0,4.66,100.24441476714296,9.895736845971117,64659813.873855926,-0.233
32246.0,3.06,100.9829798995155,25.131036064976303,57137065.4459344,1.377
32249.0,4.49,100.9970366482397,13.227660999157086,17450491.22613277,1.167
32349.0,-1.44,101.28323310178853,-16.72452809852062,543932.9448451446,0.009
32362.0,3.35,101.32153995722368,12.894278006975563,3617411.549728124,0.443
32438.0,4.86,101.55863787297514,59.44161036605156,14464572.67105364,0.084
32533.0,4.77,101.83246523490013,8.037172556485713,30648559.6240023,1.396
32578.0,4.48,101.96511593109555,2.4120740873783224,23600092.250958037,1.099
32607.0,3.24,102.04671783051162,-61.939726843917285,6258034.175231335,0.225
32759.0,3.5,102.46017150843366,-32.50844990926795,49943052.36160296,-0.116
32761.0,4.41,102.46378147281504,-53.6223286498,34960136.65252669,0.899
32768.0,2.94,102.48440560128904,-50.61501269508228,11555451.33170737,1.207
32844.0,4.99,102.69121427936096,41.78028068283018,23046347.07582344,1.256
32855.0,4.99,102.7181730551905,-34.36731267464204,57295779.51444284,1.379
33018.0,3.6,103.19722040653508,33.96092610066794,12433080.54885063,0.102
33092.0,4.82,103.38707632495527,-20.224225771955943,102111290.22332704,-0.212
33152.0,3.89,103.53310986930296,-24.18417622883303,125008973.48489356,1.74
33160.0,4.08,103.5465129078617,-12.038727416931495,15940093.224833066,1.418
33202.0,4.73,103.661478688094,13.17729216043944,5763196.601898604,0.321
33302.0,4.66,103.90633809162634,-20.136223432912075,6029371.7136157295,0.374
33345.0,5.0,104.02767858018716,-14.04338230042607,57455377.78685438,1.182
33347.0,4.36,104.0342524049738,-17.054228969580922,194589439.8577659,-0.063
33357.0,4.94,104.06664354351624,-48.72108628382901,67187233.30578049,1.668
33449.0,4.35,104.3192774153289,58.42190981165736,10776635.64999703,0.85
33485.0,4.9,104.4044015930673,45.09407241519706,14234976.279580818,0.027
33579.0,1.5,104.65647247676873,-28.97206798737453,27247662.6496331,-0.211
33694.0,4.55,105.0190561417412,76.97731228706532,11833895.943753386,1.365
33856.0,3.49,105.42973542980155,-27.93479845541745,76964479.94436583,1.729
33971.0,4.99,105.72820382286936,-4.239211980914473,70638632.27867329,-0.195
33977.0,3.02,105.75612398176126,-23.833261467635214,162413233.2669783,-0.077
34045.0,4.11,105.9395470832682,-15.633363013159316,25433391.64761574,-0.112
34059.0,4.92,105.97279555229858,-49.58296365619706,12147515.094944092,0.14
34088.0,4.01,106.0271739118081,20.57029045413105,73930038.0841868,0.899
34444.0,1.83,107.09782994795536,-26.39317676058763,113332311.1260461,0.671
34481.0,3.78,107.1874298239248,-70.49818842737828,8960243.538736917,1.006
34495.0,4.83,107.21268552070768,-39.65560848231125,47526453.05306839,-0.179
34622.0,4.91,107.55700783849198,-4.235607758638906,13350472.906624775,1.02
34693.0,4.41,107.78463098358326,30.244830106573957,19080925.650756337,1.261
34752.0,4.91,107.9142499221638,39.32056318398533,29382451.03576199,1.451
34769.0,4.15,107.96608279426574,-0.4927183734791581,23708598.42129096,-0.005
34834.0,4.49,108.13874455145188,-46.75857034817752,4368166.165579871,0.324
34899.0,4.87,108.30538477840255,-45.183346131663896,11478286.381468304,-0.003
34922.0,4.42,108.38569667425828,-44.637501223306224,12531276.21939976,1.331
34981.0,4.42,108.5633334301816,-26.35247995754672,99644833.93694586,-0.17
35020.0,4.75,108.65887677192924,-48.2719224488781,22420087.63566748,-0.091
35037.0,4.01,108.70263687755552,-26.772614609438705,58431956.445124365,-0.15
35205.0,4.66,109.14570783382202,-27.880911666031174,28647889.75811435,1.589
35210.0,4.83,109.15343722851816,-23.315573530292763,396663088.93802464,1.601
35228.0,3.97,109.20752647076696,-67.95709335220513,41754009.361016646,0.76
35264.0,2.71,109.2855606219531,-37.09742172657008,69216377.93595546,1.616
35350.0,3.58,109.52291398532344,16.540122467366878,5963134.036871314,0.106
35363.0,4.65,109.5765392232354,-36.733949376117096,53575274.35051464,-0.099
35384.0,5.0,109.633226506,49.46478258616209,18802625.91377468,0.087
35412.0,4.88,109.66822428120014,-24.558682661831423,189233767.2002265,-0.16
35415.0,4.37,109.67701414125642,-24.954349654588025,202220398.28251404,-0.132
35550.0,3.5,110.03060085497596,21.98226718676787,3719834.199741757,0.374
35727.0,4.94,110.55635879167151,-19.016644291626346,32688558.835863773,-0.039
35904.0,2.45,111.02373090087352,-29.30305779300418,202220398.28229704,-0.083
36041.0,4.99,111.41205014837752,9.27603783044892,62504486.743495226,0.991
36046.0,3.78,111.43070740603105,27.79749967031615,7963892.137598728,1.024
36145.0,4.61,111.67843346712344,49.21119276281672,15733394.834768197,-0.001
36188.0,2.89,111.78732818424164,8.289051015232372,10765386.549722623,-0.097
36284.0,4.33,112.04039737103382,8.92560392498421,25154244.66727841,1.425
36366.0,4.16,112.27928517176112,31.785883541043024,3815479.218187101,0.32
36377.0,3.25,112.30706059323786,-43.30013443388091,11627102.951160792,1.509
36425.0,4.55,112.4491040290009,12.006431725332932,35440688.36059385,1.276
36431.0,4.85,112.46419879432756,-23.024253254128983,204222580.443498,0.243
36514.0,4.65,112.67741457051596,-30.962275309461425,110895057.12272128,0.904
36547.0,4.92,112.76840599384003,82.41117485386138,29936836.90341136,1.633
36773.0,4.82,113.44979180577248,-14.52386739175246,212644130.15277028,1.362
36795.0,4.44,113.51295178165034,-22.29574472515703,5301074.435428976,0.521
36850.0,1.58,113.64775678104348,31.887257069578716,3260072.8078051046,0.034
36917.0,4.65,113.84486400938732,-28.369452136775056,14225159.052816471,-0.111
36942.0,4.93,113.9157761267461,-52.53391578714413,24911208.483674493,1.373
36962.0,4.06,113.98030467255836,26.89499734173082,15200059.418495476,1.54
37096.0,4.53,114.3420115493922,-34.968416560866515,22666462.22518619,-0.081
37173.0,4.69,114.57517395801224,-25.364850415406824,34842028.08271061,-0.1
37229.0,3.8,114.70766140472875,-26.803677549676912,28727688.893006627,-0.159
37265.0,4.89,114.79107825731174,34.58353416002354,10003142.886906683,0.413
37279.0,0.4,114.82054320351544,5.217877096871107,721382.1947376179,0.432
37297.0,4.84,114.86372163049094,-38.30791097709464,36314226.45221432,-0.189
37379.0,4.98,115.09669493594495,-15.264113095151007,42793528.26816595,1.543
37447.0,3.94,115.31127998853997,-9.55126596206066,9122724.736064998,1.022
37504.0,3.93,115.45602272329364,-72.60599293586937,8467356.577210523,1.033
37609.0,4.93,115.75124396600296,58.71000198848274,15001076.82073283,0.104
37629.0,4.23,115.8285128125654,28.8819189610368,7731064.709481373,1.118
37648.0,4.63,115.88483771570252,-28.41067983012015,61755930.0151244,1.632
37677.0,3.94,115.95191854177438,-28.95479908199671,206264806247194.2,0.16
37740.0,3.57,116.11172284413628,24.39760577181168,9074562.529416092,0.932
37819.0,3.62,116.3136391323901,-37.96854290538356,87772257.97744395,1.706
37826.0,1.16,116.3240842745063,28.025882441036707,2132156.3725239504,0.991
37908.0,4.89,116.530482126749,18.50968909137289,21598409.03493124,1.425
38070.0,4.4,117.02145626547286,-25.93713474017104,156261216.85422403,-0.07
38089.0,4.69,117.08298039104535,-47.07826159532169,14363844.448699834,1.039
38164.0,4.1,117.30951689299523,-46.3731431379701,124255907.37735192,-0.16
38170.0,3.34,117.32352104209102,-24.85979061796847,85233391.01132883,1.218
38414.0,3.71,118.05418596234344,-40.57574954886456,21803890.72337752,1.012
38455.0,4.49,118.1609419533854,-38.862784636255874,40523537.57272085,-0.188
38500.0,4.63,118.26505528175468,-49.61294311453927,45533069.81112662,-0.228
38518.0,4.22,118.3256103108985,-48.102893410611074,122776670.38454296,-0.13
38538.0,4.97,118.37396402335224,26.76556842949901,16089298.461047484,0.098
38827.0,3.46,119.19431846436304,-52.98224460089279,24467948.545928407,-0.177
38835.0,4.2,119.21452697421272,-22.880034174983724,31781942.41131532,0.718
38901.0,4.76,119.41704489510676,-30.33452056434207,91267613.38349216,0.151
38957.0,4.47,119.56007636256447,-49.24486432524448,73666002.23033877,-0.18
39079.0,4.93,119.93358837708536,-3.679595471933669,15793629.882141853,1.205
39095.0,4.61,119.96682494261192,-18.399468871736048,15066822.95472582,0.087
39138.0,4.81,120.0831657874011,-63.56732295584735,34263256.850605115,-0.173
39211.0,4.69,120.3060158159732,-1.393129129272472,29893450.18514695,1.475
39311.0,4.39,120.56621075892733,2.335296276830478,16514396.019678028,1.252
39424.0,4.94,120.8792795746682,27.794089810276148,16292638.725650892,1.13
39429.0,2.21,120.8957510707634,-40.0030323504942,88525667.91789503,-0.269
39757.0,2.83,121.8854081467724,-24.304005004218357,3967393.8497616095,0.458
39794.0,4.35,121.98190706731894,-68.6168518051854,40603308.31590434,-0.113
39847.0,4.78,122.11369906355586,51.506655736214825,13787754.430361597,0.048
39863.0,4.36,122.14841710998384,-2.983812700267167,117195912.64099324,0.97
39903.0,4.74,122.250570614192,-61.304476879413,4412081.422277008,0.437
39906.0,4.4,122.2567493828243,-19.2450517627209,29893450.180448145,-0.16
39953.0,1.75,122.38306580342504,-47.336519611885855,53161032.53693299,-0.145
40084.0,4.72,122.8177567084027,-12.92694312713412,11693016.227039708,0.939
40091.0,4.44,122.83947668249218,-39.61852418214044,118542992.09523045,1.59
40096.0,4.73,122.85783561114307,-42.98724605942747,294664008.9235959,0.164
40167.0,4.67,123.05322979186336,17.646732511935802,5273965.899629886,0.531
40259.0,4.99,123.33311788298715,-15.7882410387706,77835775.94206373,1.066
40274.0,4.78,123.37292629241148,-35.899448509484785,61941383.25660317,-0.11
40326.0,4.42,123.51257732829556,-40.34834269841325,19644267.262245204,1.17
40526.0,3.53,124.1285096771818,9.18521008354058,18367302.427603677,1.481
40702.0,4.05,124.63479567454328,-76.91898717416804,4012933.9733066224,0.413
40706.0,4.44,124.63784703754824,-36.65859619330514,5883194.702541608,0.222
40888.0,4.34,125.15648775302095,-77.48419673086876,9720301.897375464,1.161
40945.0,4.83,125.34585082823249,-33.05434983372312,53024371.78491835,1.419
41037.0,1.86,125.6281380790274,-59.509326793221234,39973799.6593707,1.196
41039.0,4.79,125.63198952587008,-48.49033402675834,95492965.85386191,-0.146
41075.0,4.25,125.70854832142494,43.18744666946999,24584601.464083266,1.55
41307.0,3.91,126.41467912900848,-3.906590080151658,7905895.218424737,-0.012
41312.0,3.77,126.43353471957872,-66.13793674297679,6827699.644627799,1.132
41704.0,3.35,127.56423608726874,60.71742824888423,11614009.366486864,0.856
42134.0,4.84,128.83281290317896,-58.00904056611604,14515468.418880498,0.981
42312.0,4.11,129.41087362912967,-42.98901555551768,90865553.411397,0.109
42313.0,4.14,129.4135399701102,5.7037336199864095,11327007.482162504,0.003
42402.0,4.45,129.68919246308732,3.3413231345696888,22298897.972161483,1.216
42483.0,4.86,129.92677278171473,-29.56171131028169,14914302.693464804,0.9
42509.0,4.98,130.00556909801355,-12.475365748717673,26512185.89402143,1.415
42515.0,3.97,130.02567933876455,-35.30849806751563,24555334.07559413,0.936
42527.0,4.59,130.05246743789957,64.32811787331569,15964768.287385484,1.179
42536.0,3.6,130.07299152894822,-52.92164594436007,31299667.10777032,-0.168
42568.0,4.31,130.15418617443902,-59.76096888076982,89292123.9147404,-0.117
42570.0,3.77,130.15647825662205,-46.64871498523237,196442672.61466688,0.67
42624.0,4.74,130.30460570786298,-47.31707733849026,119921398.97933508,0.137
42662.0,4.87,130.43059245644667,-15.944049918376,12907684.99699611,1.063
42726.0,4.83,130.60549081900336,-53.11382456252831,30333059.740835626,-0.173
42799.0,4.3,130.80601465166652,3.398653384956743,29508555.971718177,-0.192
42806.0,4.66,130.8206515298874,21.46823072835124,10022585.3390162,0.01
42828.0,3.68,130.8979556642493,-33.18631265611124,53436478.30089909,-0.18
42835.0,4.63,130.9181416798961,-7.233737581931448,38197186.34098442,0.84
42884.0,4.05,131.09955601174997,-42.64914215893019,14454436.315609042,0.874
42911.0,3.94,131.17112451973372,18.152737322645653,8605123.336670222,1.083
42913.0,1.93,131.17628571993075,-54.70953738185227,5043149.29587399,0.043
43023.0,3.87,131.5067306226316,-46.04149433141826,98221336.30648084,0.015
43067.0,4.32,131.5940326050623,-13.547762835055796,14343866.914334254,0.9
43103.0,4.03,131.67408982482584,28.75959597563292,18854187.043157224,1.007
43105.0,4.5,131.67717034287688,-56.76971675215782,34550218.79999466,-0.169
43109.0,3.38,131.6921949867813,6.41853298418184,8548064.914056772,0.685
43234.0,4.35,132.10808964352796,5.837607556640424,21330383.27211877,-0.044
43347.0,4.94,132.44837065588007,-45.30777553717298,52351473.6650592,0.043
43409.0,4.02,132.63197688061405,-27.709238018582187,13196724.650590474,1.272
43783.0,3.84,133.76138840759992,-60.644318747849184,19738258.96961572,-0.104
43813.0,3.11,133.84775315998448,5.945664083173056,9531645.390474845,0.978
43825.0,4.87,133.88218736369177,-27.68256532416008,14323944.879559696,0.142
43878.0,4.68,134.08007024350047,-52.723374802026015,23763226.524193157,-0.115
43937.0,4.93,134.24329272263927,-59.22927830963079,39288534.52122193,-0.182
44066.0,4.26,134.6220483010778,11.857499987599676,10977371.273770267,0.141
44127.0,3.12,134.79735303242512,48.040346099015885,3019098.461938944,0.223
44191.0,4.45,135.02216362248356,-41.25322972247629,12740259.803844098,0.646
44248.0,3.96,135.15537970986304,41.78140256849028,3389168.6990426728,0.463
44382.0,4.0,135.61161494443084,-66.39673547497581,7860701.456418308,0.145
44390.0,4.74,135.635817809139,67.62974381963721,18173110.683677368,1.542
44471.0,3.57,135.90598334736208,47.156143731449845,26752893.15954932,0.007
44511.0,3.75,136.03819535745836,-47.09780284326507,19551166.46721264,1.174
44599.0,4.47,136.28653017373398,-72.60273780933898,28727688.89033663,0.607
44626.0,4.66,136.4098033846287,-70.53842867716537,68299604.71559183,-0.149
44659.0,4.99,136.4930636774775,5.092240001839468,76678366.63357459,1.189
44700.0,4.56,136.63211298335904,38.45211675499212,42882496.101532295,1.037
44816.0,2.23,136.99877372133514,-43.43249113051214,36250405.31380344,1.665
44824.0,4.62,137.0122757888256,-25.858532346912348,30831809.60169636,1.594
44901.0,4.46,137.21620806141405,51.60442493604708,6045275.683117347,0.288
45038.0,4.8,137.59833402691206,67.13339319005486,4220683.574977715,0.489
45075.0,4.67,137.73094947036336,63.51321341061093,7699320.877240984,0.381
45080.0,3.43,137.74178626025306,-58.96679851529681,26478152.276022103,-0.19
45085.0,4.99,137.76828609629203,-44.86787201613566,206264806247200.3,0.222
45101.0,3.96,137.81910387816257,-62.31686758092794,31587259.76059393,-0.18
45238.0,1.67,138.29676959363348,-69.71645859187663,7030156.996682953,0.07
45336.0,3.89,138.5918539791616,2.3121750990361085,8139889.7588426685,-0.06
45439.0,4.92,138.9023259383608,-38.57001153291485,14234976.274943974,1.084
45448.0,4.63,138.93795167888186,-37.41319402100185,10475612.300513484,0.473
45493.0,4.8,139.04777371144075,54.02226865808405,7486925.817330135,0.199
45496.0,4.34,139.04994509047975,-57.54157513086232,33925132.60441903,1.602
45556.0,2.21,139.27227159931786,-59.27513911286757,43792952.49194118,0.189
45688.0,3.82,139.7107347614734,36.801745409920144,7710833.879371647,0.066
45751.0,4.77,139.94306250666455,-11.974768942048316,20222039.82598404,0.927
45811.0,4.8,140.12081491099838,-9.555878950109788,15404391.80116908,0.913
45856.0,4.79,140.2365057899349,-62.40463107264074,14079508.95643718,0.926
45860.0,3.14,140.2618982901987,34.39266348827826,14041171.29817798,1.55
45902.0,4.71,140.37320121989873,-25.965502059649346,33002368.996969413,1.633
45941.0,2.47,140.52828106422564,-55.01059068083879,34093356.40199108,-0.141
46026.0,4.71,140.8000342727834,-28.833731467013862,11510312.848450089,0.892
46146.0,4.47,141.16334100193774,26.181993541045827,13499005.643709572,1.222
46371.0,4.72,141.82796666767334,-22.3448154843832,11131398.075380104,1.154
46390.0,1.99,141.8967461236351,-8.658373827215378,11210043.815386845,1.44
46509.0,4.59,142.28776867388692,-2.768985567594277,3527099.968009096,0.411
46515.0,4.51,142.31112164909086,-35.95130060436796,44262833.956059694,1.408
46651.0,3.6,142.67367012541166,-40.46643475010343,3827515.4231636687,0.371
46701.0,3.16,142.80508331020044,-57.03433500603277,15033878.003844803,1.538
46733.0,3.65,142.88374999555805,63.06204550164825,4774648.293860667,0.36
46750.0,4.32,142.92997220224512,22.96770204250437,21286357.712712187,1.541
46771.0,4.99,142.9857809633516,11.299248770762969,15088866.588086495,1.046
46776.0,4.54,142.9954551369838,-1.1846904017789586,29010521.269964937,0.109
46853.0,3.17,143.20380560597266,51.67361551113756,2781723.6608019024,0.475
46952.0,4.54,143.55581622617174,36.39740031705267,11137408.543641308,0.914
46974.0,4.08,143.61089166828847,-59.22971193172889,125008973.48063114,-0.013
46977.0,4.54,143.61897406876943,69.83087647403428,6677397.419698993,0.781
47006.0,4.47,143.70524375884062,52.05122032943672,16893104.52569041,0.027
47029.0,4.81,143.76569375309597,39.62163555308381,14495067.198663369,0.992
47175.0,4.34,144.20503827897113,-49.35473492547148,6796204.487914951,0.173
47193.0,4.28,144.27126450340262,81.32627237628448,68074193.48258556,1.488
47205.0,5.0,144.30229336482986,6.835877872982048,14274381.053660996,1.051
47310.0,4.68,144.6125593579914,4.648949437966913,17333176.99982163,1.31
47391.0,4.51,144.83699363140238,-61.327932091888,14156815.800366309,-0.07
47431.0,3.9,144.96433667711537,-1.1432429220477218,17435740.1716975,1.313
47508.0,3.52,145.28663353916045,9.892050418162714,8551608.882569665,0.516
47522.0,4.76,145.3206455098707,-23.59149327656761,31442805.82749103,-0.117
47592.0,4.93,145.55706590800105,-23.913758730175264,3069873.592075897,0.534
47758.0,4.78,146.04998437992444,-27.769211369802694,24295030.18027158,0.516
47854.0,3.69,146.3115217342389,-62.50784620431335,95492965.85263596,1.01
47908.0,2.97,146.46245784756613,23.77418884412825,15854327.91904348,0.808
48002.0,2.92,146.7753182983249,-65.07197261635925,102619306.5880734,0.273
48319.0,3.78,147.74338761083715,59.03769168367145,7275654.551691649,0.291
48356.0,4.11,147.86969019961657,-14.846753643035331,17304094.48058336,0.918
48374.0,4.58,147.91920454097885,-46.54755301461129,68526513.70065199,1.172
48402.0,4.55,148.02643388813377,54.064464289270255,27612423.86135592,0.038
48455.0,3.88,148.18924999809755,26.006573744963745,8412104.662761267,1.222
48559.0,4.87,148.54992317053265,-25.931955533803915,21242513.523493752,1.199
48615.0,4.94,148.71720081194056,-19.00961464533064,44646061.95673864,1.559
48774.0,3.52,149.21543436866332,-54.5677709568276,122050181.20836236,-0.067
49029.0,4.68,150.05315206611144,8.044071046792762,33214944.64276705,1.589
49402.0,4.6,151.2808603743033,-13.06448910279146,17524622.447521996,-0.087
49583.0,3.48,151.8331206165902,16.762660787459836,134813598.85136092,-0.031
49593.0,4.49,151.85776899864138,35.24469775004683,5764807.327646504,0.19
49637.0,4.39,151.97556189763375,9.997066274015827,17347754.940072753,1.448
49641.0,4.48,151.98432125338476,-0.3716618318953419,18173110.679121416,-0.032
49669.0,1.36,152.0912074865829,11.967240853504324,4900565.60423022,-0.087
49712.0,4.85,152.23417048554538,-51.81125712386602,68526513.70001905,-0.12
49841.0,3.61,152.64557876134697,-12.354772679553747,7252630.3189746225,1.007
50099.0,3.29,153.43352123062067,-70.03785141349408,23412577.3241607,-0.074
50191.0,3.85,153.6825828495608,-42.12159885755475,6502673.587375678,0.051
50335.0,3.43,154.17271928782884,23.41726045648912,16422357.182489138,0.307
50371.0,3.39,154.27038478161273,-61.33226038249567,46560904.34181503,1.541
50372.0,3.45,154.27253341949128,42.91407162987856,8498755.924563074,0.029
50555.0,4.59,154.90294811594606,-55.0292770068471,94184843.03189978,1.6
50564.0,4.78,154.93235513333528,19.46943771457723,4366316.81555433,0.452
50583.0,2.01,154.99541592722204,19.84043719094206,7945485.612159103,1.128
50676.0,4.5,155.22809332507688,-56.04321014112434,88147353.09385982,-0.102
50799.0,4.82,155.58135248498735,-41.64954222259544,12685412.434977472,1.095
50801.0,3.06,155.58151336166665,41.499750938579496,15733394.831630845,1.603
50847.0,4.97,155.74187163186429,-66.90142245681524,27175863.79781662,-0.128
50933.0,4.94,156.03254416798947,65.56627977154531,19028118.65741732,-0.052
50954.0,3.99,156.09837288156862,-74.03180199975662,3344653.901149064,0.369
51056.0,4.72,156.47776972517565,33.79571443617127,13087868.415763969,0.26
51069.0,3.83,156.52168781002047,-16.836841094310557,15697473.839533305,1.456
51172.0,4.28,156.7872755361799,-31.0677126355121,23175820.924248654,1.429
51192.0,4.65,156.85187609465862,-57.6387791013535,206264806247256.56,0.474
51232.0,3.81,156.9695333865458,-58.73938798977984,65899299.11707362,0.317
51233.0,4.2,156.96973794570448,36.70645776799763,9232981.480359243,0.908
51438.0,4.72,157.58448746039176,-71.99299959571725,16370222.715522192,0.042
51459.0,4.82,157.6544058728434,55.98030627266847,2650537.2173740296,0.541
51495.0,4.94,157.75840373173585,-73.22143778430684,61025090.60294725,1.677
51523.0,4.89,157.83605821219675,-53.71404283758634,4511478.711028771,0.5
51576.0,3.3,158.00585688534116,-61.68525400901776,31442805.82704684,-0.089
51624.0,3.84,158.20276050759682,9.30656089190808,361868081.1314813,-0.148
51658.0,4.72,158.30658468791793,40.42561494982209,7080837.838562697,0.222
51808.0,4.86,158.77156556488083,75.71284478109143,16266940.556765037,0.957
51839.0,4.11,158.8657857889864,-78.60770646326093,26142560.99263875,1.58
51849.0,4.45,158.89687646335426,-57.55763700097594,87031563.81388313,1.604
51979.0,4.87,159.30631012543827,-27.41248628155468,30333059.742833164,1.626
51986.0,3.84,159.32423257942438,-48.22563102639723,5469764.151072044,0.3
52009.0,4.89,159.3889304754359,-13.384803099166565,33376182.237334665,2.8
52085.0,4.91,159.64492891439875,-16.876387857316896,14205565.165742816,0.922
52098.0,4.68,159.68005373345756,31.976286924078988,29980349.742314342,0.823
52102.0,4.69,159.6872924861535,-59.182991697286,117195912.6370195,1.562
52154.0,4.29,159.82640791902858,-55.603238931635545,56979228.241454445,1.025
52370.0,4.76,160.55855007294824,-64.4663488965342,28848224.646670483,-0.139
52419.0,2.74,160.73887154309483,-64.39436711284166,27761077.55353952,-0.22
52468.0,4.58,160.8843271084919,-60.56659800907322,67406799.42368796,1.7
52502.0,4.8,161.0285429918576,-63.96098928008795,30603086.9769635,-0.134
52633.0,4.45,161.44428461605136,-80.5401452132144,22994961.675547976,-0.188
52727.0,2.69,161.69307044708347,-49.42062385640741,7319545.995200514,0.901
