Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
76371,233.97166890141176,-44.95853684002394,4.55,-0.175,-1.4342759872849236e+18,-2.8817341308029256e+18,-3.212667734496186e+18,HD 63433 d
76440,234.18051348130143,-66.31741353056547,4.11,1.161,-2.0483315482350394e+17,-1.1963996857289697e+18,-2.1820670953538875e+18,HD 63433 d
76470,234.25593752031745,-28.135103393398044,3.6,1.361,-6.725776386222385e+17,-1.8481307022914527e+18,-1.1775842230035328e+18,HD 63433 d
76552,234.5119773081538,-42.56696038043715,4.34,1.412,-6.538930004285353e+17,-1.8344218658823898e+18,-1.7803927930533514e+18,HD 63433 d
76600,234.6638645157684,-29.77793640863821,3.66,-0.177,-1.8374287439003054e+18,-3.511096528196181e+18,-2.4001108559931e+18,HD 63433 d
76669,234.84433846493909,36.63576704047324,4.64,-0.103,-1.793446988725575e+18,-3.4686339254751713e+18,2.363068623802222e+18,HD 63433 d
76705,234.941625643624,-34.41202026990346,4.66,0.964,-8.219505539273741e+17,-2.0948208033125821e+18,-1.6186066334365286e+18,HD 63433 d
76742,235.0702799977499,-23.81813455885376,4.97,1.302,-1.6145763102841646e+18,-3.2372632093733304e+18,-1.766851276224849e+18,HD 63433 d
76829,235.29577440506435,-44.663032544258265,4.64,0.413,5.698401388366701e+16,-8.464268507366336e+17,-6.893364616181748e+17,HD 63433 d
76852,235.3872928905694,19.67010325978371,4.51,0.062,-6.967357005573504e+17,-1.9395685607823918e+18,3.026614237296611e+17,HD 63433 d
76880,235.48641613585264,-19.6795456447121,4.75,1.574,-1.741610418896779e+18,-3.4643268370614303e+18,-1.582860615856639e+18,HD 63433 d
76945,235.6707167349475,-34.71061652146322,4.75,-0.151,-1.4601874103561244e+18,-3.0725379289285775e+18,-2.441811472212476e+18,HD 63433 d
76952,235.6848243869255,26.295986168212675,3.81,0.02,-4.178907347385068e+17,-1.5468016720314263e+18,2.986975885681795e+17,HD 63433 d
