Star HIP,RA (degrees),Dec (degrees),Magnitude,Color,xx,yy,zz,pl_name
77257,236.6093246573593,7.352601948287909,4.42,0.604,-3.7084998272939456e+17,-1.034774131579982e+17,2.0598188980816582e+17,AU Mic b
77450,237.18452864844204,18.140953435722388,4.09,1.616,-1.87068724555527e+18,-2.4360530148454303e+18,1.186017181105019e+18,AU Mic b
77512,237.3979143571821,26.06795566969216,4.59,0.794,-9.306072785101683e+17,-9.878634898242836e+17,8.475326157872701e+17,AU Mic b
77516,237.4043592188684,-3.4303962656575124,3.54,-0.036,-9.653061577294751e+17,-1.0424233523761677e+18,7.139290611156514e+16,AU Mic b
77622,237.7049084632789,4.478155760125182,3.71,0.147,-5.271913717947561e+17,-3.637046919303778e+17,2.1150302531195456e+17,AU Mic b
77634,237.73969113321,-33.62733677224542,3.97,-0.045,-1.0376009874563249e+18,-1.1730867598727826e+18,-9.178843781330048e+17,AU Mic b
77635,237.7446658641347,-25.75146677388401,4.63,-0.072,-2.546133447555272e+18,-3.5637364156965985e+18,-1.9854699092827681e+18,AU Mic b
77655,237.807979891306,35.654992471244626,4.79,0.996,-5.886297100392621e+17,-4.6353644144244026e+17,7.193794702488559e+17,AU Mic b
77661,237.8158844422805,20.97804295297864,4.74,1.534,-2.0308112329289613e+18,-2.7552926209030733e+18,1.497000210832039e+18,AU Mic b
77760,238.17301537983292,42.45584798153074,4.6,0.563,-3.632191334627295e+17,-1.0979593762104448e+17,4.8977166638546797e+17,AU Mic b
77840,238.40288648030028,-25.327316625579424,4.59,-0.073,-2.1161592565124355e+18,-2.9622447337317217e+18,-1.5958014403109228e+18,AU Mic b
77853,238.4571275764296,-16.728363103942637,4.13,1.003,-9.450865197101105e+17,-1.0611453456419781e+18,-2.8407787068988512e+17,AU Mic b
77952,238.7827779007888,-63.43349117678464,2.83,0.315,-2.6093194962175283e+17,5.157497446490797e+16,-1.801567957391401e+17,AU Mic b
78072,239.11548452161816,15.6527979207032,3.85,0.478,-3.42505739585408e+17,-8.673020847243398e+16,2.5215510939365872e+17,AU Mic b
78104,239.22103227434872,-29.21424586410241,3.87,-0.199,-1.9021176921110436e+18,-2.706378046322033e+18,-1.730104926512286e+18,AU Mic b
78159,239.39629233964268,26.877465575982,4.14,1.231,-1.1596731053276431e+18,-1.4714617773198968e+18,1.1419652059776049e+18,AU Mic b
